timestamp,host,cpu_util,throughput_rps,power_watts,efficiency_score
1773178918.2790222,h3,0.00,0.00,4.53,0.2209
1773178918.7801712,h3,0.06,0.00,4.53,0.2209
1773178919.2813447,h3,0.00,0.00,4.53,0.2209
1773178919.7825243,h3,0.06,0.00,4.53,0.2209
1773178920.2835913,h3,3.24,0.00,5.23,0.1914
1773178920.7846832,h3,3.30,0.00,5.22,0.1915
1773178921.2857378,h3,3.43,0.00,5.22,0.1915
1773178921.7868652,h3,3.54,0.00,5.22,0.1915
1773178922.287966,h3,3.12,0.00,5.92,0.1690
1773178922.78899,h3,3.18,0.00,5.22,0.1915
1773178923.2900422,h3,3.24,0.00,5.22,0.1915
1773178923.7910903,h3,3.12,0.00,5.92,0.1690
1773178924.2921424,h3,3.18,0.00,5.22,0.1917
1773178924.793179,h3,3.19,0.00,5.67,0.1762
1773178925.2942328,h3,3.18,0.00,5.22,0.1917
1773178925.795284,h3,3.12,0.00,5.22,0.1917
1773178926.296334,h3,3.12,0.00,5.67,0.1762
1773178926.7973645,h3,3.25,0.00,5.22,0.1917
1773178927.2984152,h3,3.18,0.00,5.22,0.1915
1773178927.7994618,h3,3.06,0.00,5.22,0.1917
1773178928.300511,h3,3.18,0.00,5.22,0.1917
1773178928.8015463,h3,3.18,0.00,5.22,0.1917
1773178929.3026133,h3,3.12,0.00,5.22,0.1917
1773178929.8036554,h3,3.18,0.00,5.92,0.1690
1773178930.3047037,h3,3.18,0.00,5.23,0.1914
1773178930.8057454,h3,3.12,0.00,5.93,0.1687
1773178931.3068466,h3,3.12,0.00,6.38,0.1568
1773178931.8079016,h3,3.12,0.00,5.23,0.1914
1773178932.309008,h3,3.18,0.00,5.23,0.1914
1773178932.8100774,h3,4.38,0.00,5.93,0.1687
1773178933.3111243,h3,5.25,0.00,5.93,0.1687
1773178933.8121786,h3,5.37,0.00,5.23,0.1914
1773178934.3132179,h3,4.85,0.00,5.23,0.1914
1773178934.814251,h3,4.97,0.00,5.93,0.1687
1773178935.315302,h3,3.67,0.00,5.23,0.1914
1773178935.8163443,h3,5.14,0.00,5.23,0.1914
1773178936.3173919,h3,4.91,0.00,5.23,0.1914
1773178936.8184257,h3,4.55,0.00,5.93,0.1687
1773178937.3194718,h3,5.20,0.00,5.93,0.1687
1773178937.8205187,h3,5.20,0.00,5.23,0.1914
1773178938.321569,h3,3.84,0.00,5.23,0.1914
1773178938.822612,h3,3.60,0.00,5.23,0.1914
1773178939.323668,h3,3.91,0.00,5.23,0.1914
1773178939.8247228,h3,3.84,0.00,5.23,0.1914
1773178940.3257782,h3,4.73,0.00,5.93,0.1687
1773178940.826816,h3,4.91,0.00,5.23,0.1914
1773178941.327865,h3,5.37,0.00,5.23,0.1914
1773178941.8289099,h3,5.43,0.00,5.23,0.1914
1773178942.3300152,h3,5.08,0.00,5.93,0.1687
1773178942.831056,h3,3.84,0.00,5.23,0.1914
1773178943.332133,h3,4.02,0.00,5.93,0.1687
1773178943.8332036,h3,5.25,0.00,5.93,0.1687
1773178944.3342533,h3,4.91,0.00,5.23,0.1914
1773178944.8352835,h3,5.02,0.00,5.23,0.1914
1773178945.3363245,h3,4.79,0.00,5.23,0.1914
1773178945.8373733,h3,3.61,0.00,5.23,0.1914
1773178946.338423,h3,4.79,0.00,5.23,0.1914
1773178946.8394477,h3,5.31,0.00,5.23,0.1914
1773178947.3405,h3,5.14,0.00,5.93,0.1687
1773178947.8415463,h3,4.91,0.00,5.23,0.1914
1773178948.342614,h3,5.26,0.00,5.93,0.1687
1773178948.843644,h3,4.85,0.00,5.23,0.1914
1773178949.3446963,h3,5.20,0.00,5.23,0.1914
1773178949.8457463,h3,4.02,0.00,5.23,0.1914
1773178950.3468137,h3,3.67,0.00,5.23,0.1914
1773178950.8478487,h3,5.08,0.00,5.23,0.1914
1773178951.348899,h3,4.08,0.00,5.93,0.1687
1773178951.8499498,h3,5.08,0.00,5.23,0.1914
1773178952.3510454,h3,5.20,0.00,5.23,0.1914
1773178952.8520901,h3,4.67,0.00,5.23,0.1914
1773178953.3531442,h3,4.50,0.00,5.23,0.1914
1773178953.8541903,h3,5.25,0.00,5.23,0.1914
1773178954.3552344,h3,3.91,0.00,5.23,0.1914
1773178954.8562636,h3,3.74,0.00,5.23,0.1914
1773178955.3573492,h3,4.90,0.00,5.23,0.1914
1773178955.8584304,h3,5.26,0.00,5.93,0.1687
1773178956.3594668,h3,4.62,0.00,5.23,0.1914
1773178956.8605018,h3,3.72,0.00,5.93,0.1687
1773178957.361514,h3,3.91,0.00,5.93,0.1687
1773178957.8625572,h3,4.08,0.00,5.23,0.1914
1773178958.3636081,h3,3.72,0.00,5.23,0.1914
1773178958.8646317,h3,3.12,0.00,5.23,0.1914
1773178959.365678,h3,3.12,0.00,5.23,0.1914
1773178959.866753,h3,3.25,0.00,5.23,0.1914
1773178960.3678057,h3,3.06,0.00,5.23,0.1914
1773178960.86884,h3,4.38,0.00,5.23,0.1914
1773178961.3698606,h3,5.31,0.00,5.93,0.1687
1773178961.8709352,h3,5.08,0.00,5.23,0.1914
1773178962.3720267,h3,5.20,0.00,5.23,0.1914
1773178962.8730588,h3,3.85,0.00,5.23,0.1914
1773178963.3741055,h3,4.50,0.00,5.23,0.1914
1773178963.8752904,h3,0.87,0.00,4.53,0.2209
1773178964.3764544,h3,0.00,0.00,4.53,0.2209
1773178964.8774805,h3,0.00,0.00,4.53,0.2209
1773178965.3786094,h3,0.12,0.00,4.53,0.2209
1773178965.8796833,h3,0.00,0.00,4.53,0.2209
1773178966.3808832,h3,0.06,0.00,4.53,0.2209
1773178966.8819566,h3,0.00,0.00,4.53,0.2209
1773178967.3831718,h3,0.00,0.00,4.53,0.2209
1773178967.88428,h3,0.00,0.00,4.53,0.2209
1773178968.3853903,h3,0.00,0.00,4.53,0.2209
1773178968.8865623,h3,0.00,0.00,4.53,0.2209
1773178969.3876445,h3,0.00,0.00,4.53,0.2209
1773178969.8888402,h3,0.06,0.00,4.98,0.2009
1773178970.3899386,h3,0.00,0.00,4.53,0.2209
1773178970.8911076,h3,0.00,0.00,4.53,0.2209
1773178971.3921971,h3,0.00,0.00,4.53,0.2209
1773178971.8932762,h3,0.00,0.00,4.53,0.2209
1773178972.3945053,h3,0.06,0.00,4.53,0.2209
1773178972.8955696,h3,0.00,0.00,4.53,0.2209
1773178973.3966258,h3,0.00,0.00,4.53,0.2209
1773178973.8976815,h3,0.00,0.00,4.53,0.2209
1773178974.3989031,h3,0.00,0.00,4.53,0.2209
1773178974.8999631,h3,0.00,0.00,4.53,0.2209
1773178975.4011645,h3,0.00,0.00,4.53,0.2209
1773178975.9022467,h3,0.00,0.00,4.53,0.2209
1773178976.40339,h3,0.00,0.00,4.53,0.2209
1773178976.9045663,h3,0.06,0.00,4.53,0.2209
1773178977.4056563,h3,0.00,0.00,4.53,0.2209
1773178977.9068727,h3,0.00,0.00,4.53,0.2209
1773178978.4079719,h3,0.00,0.00,4.53,0.2209
1773178978.909031,h3,0.00,0.00,4.53,0.2209
1773178979.410141,h3,0.06,0.00,4.53,0.2209
1773178979.9113445,h3,0.00,0.00,4.53,0.2209
1773178980.4125574,h3,0.00,0.00,4.53,0.2209
1773178980.9136312,h3,0.00,0.00,4.53,0.2209
1773178981.4148464,h3,0.06,0.00,4.53,0.2209
1773178981.9159243,h3,0.00,0.00,4.53,0.2209
1773178982.4171584,h3,0.00,0.00,4.53,0.2209
1773178982.918221,h3,0.00,0.00,4.53,0.2209
1773178983.4193904,h3,0.00,0.00,4.53,0.2209
1773178983.9205859,h3,0.00,0.00,4.53,0.2209
1773178984.4216375,h3,0.00,0.00,4.53,0.2209
1773178984.9228346,h3,0.06,0.00,4.53,0.2209
1773178985.4239042,h3,0.00,0.00,4.53,0.2209
1773178985.9250972,h3,0.00,0.00,4.53,0.2209
1773178986.4261835,h3,0.00,0.00,4.53,0.2209
1773178986.927354,h3,0.00,0.00,4.53,0.2209
1773178987.4285586,h3,0.00,0.00,4.53,0.2209
1773178987.9296336,h3,0.00,0.00,4.53,0.2209
1773178988.4308178,h3,0.00,0.00,4.53,0.2209
1773178988.93189,h3,0.00,0.00,4.53,0.2209
1773178989.4330785,h3,0.00,0.00,4.53,0.2209
1773178989.9341726,h3,0.00,0.00,4.53,0.2209
1773178990.435374,h3,0.00,0.00,4.53,0.2209
1773178990.9365437,h3,0.00,0.00,4.53,0.2209
1773178991.4376323,h3,0.00,0.00,4.53,0.2209
1773178991.9388452,h3,0.06,0.00,4.53,0.2209
1773178992.439936,h3,0.00,0.00,4.53,0.2209
1773178992.9410257,h3,0.44,0.00,6.38,0.1568
1773178993.4425976,h3,5.99,0.00,5.68,0.1760
1773178993.9440198,h3,0.12,0.00,4.98,0.2009
1773178994.4451199,h3,6.86,0.00,5.67,0.1762
1773178994.946729,h3,0.25,0.00,4.98,0.2009
1773178995.44818,h3,7.18,0.00,5.68,0.1761
1773178995.9496124,h3,0.25,0.00,4.53,0.2209
1773178996.4509022,h3,6.99,0.00,5.68,0.1760
1773178996.9523234,h3,1.37,0.00,4.98,0.2009
1773178997.4537704,h3,6.17,0.00,7.54,0.1326
1773178997.9553661,h3,1.37,0.00,4.98,0.2009
1773178998.456825,h3,5.62,0.00,6.38,0.1568
1773178998.9582243,h3,1.31,0.00,4.53,0.2209
1773178999.459314,h3,5.18,0.00,5.68,0.1761
1773178999.9605086,h3,1.43,0.00,4.53,0.2209
1773179000.4615932,h3,6.89,0.00,6.37,0.1570
1773179000.9631424,h3,1.50,0.00,4.53,0.2209
1773179001.4647803,h3,5.80,0.00,7.08,0.1413
1773179001.966234,h3,1.37,0.00,4.53,0.2209
1773179002.4675624,h3,6.43,0.00,5.65,0.1769
1773179002.968995,h3,1.81,0.00,4.98,0.2009
1773179003.4699512,h3,16.16,0.00,12.64,0.0791
1773179003.9712214,h3,0.37,0.00,4.98,0.2009
1773179004.4722543,h3,18.82,0.00,10.74,0.0931
1773179004.9737198,h3,0.50,0.00,4.53,0.2209
1773179005.4750884,h3,19.45,0.00,11.10,0.0901
1773179005.9766827,h3,0.44,0.00,4.53,0.2209
1773179006.4779994,h3,19.07,0.00,11.13,0.0898
1773179006.9794552,h3,0.56,0.00,4.53,0.2209
1773179007.48075,h3,19.01,0.00,11.22,0.0891
1773179007.9821985,h3,0.56,0.00,4.53,0.2209
1773179008.4835865,h3,19.29,0.00,11.13,0.0898
1773179008.98518,h3,0.69,0.00,4.53,0.2209
1773179009.4865227,h3,20.63,0.00,11.22,0.0891
1773179009.9879181,h3,0.50,0.00,4.53,0.2209
1773179010.489209,h3,20.25,0.00,11.93,0.0838
1773179010.9907076,h3,0.62,0.00,4.53,0.2209
1773179011.4918613,h3,21.31,0.00,11.19,0.0894
1773179011.9933581,h3,0.69,0.00,4.53,0.2209
1773179012.4946716,h3,19.95,0.00,11.22,0.0891
1773179012.9960437,h3,0.44,0.00,4.53,0.2209
1773179013.497348,h3,28.01,0.00,15.05,0.0665
1773179013.9990036,h3,0.81,0.00,4.98,0.2009
1773179014.500372,h3,28.42,0.00,12.91,0.0775
1773179015.001698,h3,0.75,0.00,4.53,0.2209
1773179015.502768,h3,27.70,0.00,16.47,0.0607
1773179016.0042033,h3,0.50,0.00,4.53,0.2209
1773179016.505531,h3,27.76,0.00,12.91,0.0775
1773179017.0070622,h3,0.75,0.00,4.98,0.2009
1773179017.508429,h3,28.99,0.00,14.33,0.0698
1773179018.0095801,h3,0.75,0.00,4.98,0.2009
1773179018.5109382,h3,28.11,0.00,14.76,0.0678
1773179019.012207,h3,0.50,0.00,4.53,0.2209
1773179019.513344,h3,28.54,0.00,14.28,0.0700
1773179020.0147398,h3,0.93,0.00,4.98,0.2009
1773179020.5160315,h3,29.31,0.00,17.19,0.0582
1773179021.0173843,h3,0.50,0.00,4.53,0.2209
1773179021.5186567,h3,28.71,0.00,13.62,0.0734
1773179022.019888,h3,0.44,0.00,4.98,0.2009
1773179022.5212615,h3,27.14,0.00,14.33,0.0698
1773179023.0225382,h3,0.87,0.00,4.53,0.2209
1773179023.5237627,h3,31.96,0.00,19.07,0.0524
1773179024.0251381,h3,0.87,0.00,4.98,0.2009
1773179024.5259438,h3,39.88,0.00,17.19,0.0582
1773179025.0270739,h3,0.81,0.00,4.53,0.2209
1773179025.528426,h3,37.27,0.00,18.53,0.0540
1773179026.0296726,h3,1.06,0.00,4.53,0.2209
1773179026.5309794,h3,36.79,0.00,18.61,0.0537
1773179027.0324898,h3,1.00,0.00,4.53,0.2209
1773179027.5337894,h3,39.80,0.00,17.90,0.0559
1773179028.0350869,h3,0.75,0.00,4.53,0.2209
1773179028.5363102,h3,38.53,0.00,17.19,0.0582
1773179029.0378828,h3,1.06,0.00,4.98,0.2009
1773179029.5392697,h3,38.85,0.00,18.53,0.0540
1773179030.0405238,h3,0.56,0.00,4.98,0.2009
1773179030.5417993,h3,40.31,0.00,18.36,0.0545
1773179031.0431938,h3,0.87,0.00,4.98,0.2009
1773179031.544445,h3,38.77,0.00,17.58,0.0569
1773179032.0457485,h3,0.94,0.00,4.98,0.2009
1773179032.5470915,h3,38.64,0.00,18.61,0.0537
1773179033.0482793,h3,0.94,0.00,4.98,0.2009
1773179033.5495849,h3,33.17,0.00,21.21,0.0471
1773179034.0510008,h3,1.43,0.00,5.19,0.1926
1773179034.552415,h3,47.04,0.00,19.32,0.0518
1773179035.053605,h3,1.25,0.00,4.53,0.2209
1773179035.5547938,h3,50.99,0.00,21.21,0.0471
1773179036.056021,h3,1.12,0.00,4.53,0.2209
1773179036.5573752,h3,50.22,0.00,19.95,0.0501
1773179037.058959,h3,1.56,0.00,4.53,0.2209
1773179037.5603116,h3,49.75,0.00,20.75,0.0482
1773179038.0615513,h3,1.12,0.00,4.98,0.2009
1773179038.5624676,h3,50.84,0.00,19.79,0.0505
1773179039.063856,h3,1.12,0.00,4.53,0.2209
1773179039.5652149,h3,50.06,0.00,19.07,0.0524
1773179040.066618,h3,1.37,0.00,4.98,0.2009
1773179040.567898,h3,49.69,0.00,17.90,0.0559
1773179041.069399,h3,1.25,0.00,4.98,0.2009
1773179041.5707588,h3,48.69,0.00,21.29,0.0470
1773179042.0721848,h3,1.12,0.00,4.98,0.2009
1773179042.5734594,h3,50.93,0.00,22.01,0.0454
1773179043.0748334,h3,1.43,0.00,4.53,0.2209
1773179043.5761383,h3,35.08,0.00,21.55,0.0464
1773179044.07758,h3,10.24,0.00,4.98,0.2009
1773179044.578903,h3,54.08,0.00,22.64,0.0442
1773179045.080129,h3,11.35,0.00,4.98,0.2009
1773179045.581543,h3,52.93,0.00,21.93,0.0456
1773179046.0828493,h3,11.21,0.00,4.98,0.2009
1773179046.5841568,h3,50.53,0.00,21.55,0.0464
1773179047.0854945,h3,11.17,0.00,4.98,0.2009
1773179047.5868254,h3,52.28,0.00,22.26,0.0449
1773179048.088092,h3,10.25,0.00,4.98,0.2009
1773179048.5894196,h3,50.75,0.00,23.35,0.0428
1773179049.0907655,h3,10.34,0.00,4.53,0.2209
1773179049.5920637,h3,52.37,0.00,21.93,0.0456
1773179050.093403,h3,8.97,0.00,4.98,0.2009
1773179050.594821,h3,51.74,0.00,22.01,0.0454
1773179051.0960624,h3,10.82,0.00,4.53,0.2209
1773179051.5974023,h3,54.30,0.00,23.95,0.0417
1773179052.0988069,h3,11.42,0.00,4.53,0.2209
1773179052.6001825,h3,54.31,0.00,23.35,0.0428
1773179053.1014485,h3,11.52,0.00,4.98,0.2009
1773179053.6027954,h3,26.34,0.00,5.69,0.1759
1773179054.1040707,h3,9.36,0.00,4.53,0.2209
1773179054.6054754,h3,62.63,0.00,20.04,0.0499
1773179055.1067894,h3,11.96,0.00,4.98,0.2009
1773179055.6080923,h3,62.05,0.00,21.46,0.0466
1773179056.1093726,h3,11.69,0.00,4.98,0.2009
1773179056.610697,h3,64.34,0.00,22.98,0.0435
1773179057.1119785,h3,11.27,0.00,4.98,0.2009
1773179057.6132643,h3,63.56,0.00,22.73,0.0440
1773179058.1146767,h3,12.76,0.00,4.98,0.2009
1773179058.616002,h3,64.90,0.00,20.50,0.0488
1773179059.1172893,h3,13.14,0.00,4.98,0.2009
1773179059.6186724,h3,61.66,0.00,23.35,0.0428
1773179060.119974,h3,12.60,0.00,4.98,0.2009
1773179060.6213434,h3,64.91,0.00,27.50,0.0364
1773179061.1226218,h3,13.67,0.00,4.98,0.2009
1773179061.6239367,h3,63.79,0.00,24.66,0.0405
1773179062.1253364,h3,13.71,0.00,4.98,0.2009
1773179062.6267052,h3,64.36,0.00,24.78,0.0404
1773179063.1280084,h3,13.62,0.00,4.98,0.2009
1773179063.6292944,h3,64.01,0.00,12.03,0.0831
1773179064.1305525,h3,0.12,0.00,4.53,0.2209
1773179064.6316254,h3,82.57,0.00,26.79,0.0373
1773179065.133038,h3,2.06,0.00,4.98,0.2009
1773179065.6339526,h3,85.11,0.00,25.49,0.0392
1773179066.1355135,h3,1.63,0.00,4.53,0.2209
1773179066.6368773,h3,88.15,0.00,26.08,0.0383
1773179067.1381512,h3,2.18,0.00,6.16,0.1622
1773179067.6395512,h3,84.56,0.00,25.37,0.0394
1773179068.1409154,h3,2.18,0.00,4.53,0.2209
1773179068.6419482,h3,86.51,0.00,27.50,0.0364
1773179069.1432273,h3,1.69,0.00,4.98,0.2009
1773179069.644611,h3,87.97,0.00,23.60,0.0424
1773179070.1457965,h3,1.75,0.00,4.98,0.2009
1773179070.6471741,h3,85.86,0.00,23.35,0.0428
1773179071.1485355,h3,1.62,0.00,4.98,0.2009
1773179071.649815,h3,82.98,0.00,24.88,0.0402
1773179072.1512349,h3,0.88,0.00,4.98,0.2009
1773179072.652551,h3,85.10,0.00,26.79,0.0373
1773179073.153905,h3,2.18,0.00,4.98,0.2009
1773179073.655269,h3,86.07,0.00,25.37,0.0394
1773179074.1562734,h3,2.12,0.00,4.98,0.2009
1773179074.6576095,h3,92.78,0.00,26.08,0.0383
1773179075.159011,h3,2.42,0.00,4.98,0.2009
1773179075.6604164,h3,94.17,0.00,26.79,0.0373
1773179076.161757,h3,2.00,0.00,4.98,0.2009
1773179076.6630514,h3,92.64,0.00,26.32,0.0380
1773179077.1642802,h3,2.00,0.00,4.98,0.2009
1773179077.665638,h3,94.60,0.00,26.79,0.0373
1773179078.1670344,h3,2.86,0.00,4.98,0.2009
1773179078.6683812,h3,90.76,0.00,26.08,0.0383
1773179079.1697319,h3,2.49,0.00,4.98,0.2009
1773179079.671158,h3,94.08,0.00,28.20,0.0355
1773179080.1726289,h3,2.81,0.00,4.98,0.2009
1773179080.6739523,h3,94.91,0.00,28.20,0.0355
1773179081.1752415,h3,3.01,0.00,4.98,0.2009
1773179081.6766644,h3,91.37,0.00,26.79,0.0373
1773179082.1779463,h3,2.49,0.00,4.53,0.2209
1773179082.67928,h3,93.69,0.00,27.50,0.0364
1773179083.180666,h3,2.13,0.00,4.53,0.2209
