timestamp,host,cpu_util,throughput_rps,power_watts,efficiency_score
1773180040.2421937,h2,0.00,0.00,4.75,0.2104
1773180040.7434616,h2,0.00,0.00,4.25,0.2352
1773180041.2444828,h2,0.62,0.00,4.75,0.2104
1773180041.745535,h2,3.18,0.00,4.75,0.2104
1773180042.246656,h2,3.12,0.00,4.75,0.2104
1773180042.7477582,h2,3.12,0.00,4.75,0.2104
1773180043.2488656,h2,3.12,0.00,4.75,0.2104
1773180043.7499847,h2,3.24,0.00,5.42,0.1845
1773180044.251078,h2,3.12,0.00,4.75,0.2104
1773180044.7521636,h2,3.12,0.00,4.75,0.2104
1773180045.2532659,h2,3.18,0.00,5.42,0.1845
1773180045.7543783,h2,3.18,0.00,4.75,0.2104
1773180046.2554734,h2,3.18,0.00,4.75,0.2104
1773180046.756558,h2,3.12,0.00,4.75,0.2104
1773180047.2576396,h2,3.12,0.00,4.75,0.2104
1773180047.7587323,h2,3.31,0.00,4.75,0.2104
1773180048.2598605,h2,3.12,0.00,4.75,0.2104
1773180048.760946,h2,3.12,0.00,4.75,0.2104
1773180049.2620525,h2,3.36,0.00,4.75,0.2104
1773180049.7631307,h2,3.18,0.00,4.75,0.2104
1773180050.2642133,h2,3.12,0.00,4.75,0.2104
1773180050.765293,h2,3.18,0.00,4.75,0.2104
1773180051.2663875,h2,3.30,0.00,4.75,0.2104
1773180051.7674494,h2,3.18,0.00,5.42,0.1845
1773180052.2685091,h2,3.06,0.00,4.75,0.2104
1773180052.7695637,h2,3.12,0.00,4.75,0.2104
1773180053.2706265,h2,3.18,0.00,4.75,0.2104
1773180053.7716963,h2,3.12,0.00,4.75,0.2104
1773180054.2727563,h2,3.12,0.00,4.75,0.2104
1773180054.773809,h2,3.18,0.00,4.75,0.2104
1773180055.2748656,h2,3.18,0.00,5.42,0.1845
1773180055.775934,h2,3.18,0.00,4.75,0.2104
1773180056.2769935,h2,3.12,0.00,5.42,0.1845
1773180056.7780564,h2,3.30,0.00,4.75,0.2104
1773180057.2791464,h2,3.12,0.00,4.75,0.2104
1773180057.7801974,h2,3.12,0.00,4.75,0.2104
1773180058.2812252,h2,3.12,0.00,4.75,0.2104
1773180058.7822237,h2,3.18,0.00,4.25,0.2352
1773180059.2832491,h2,3.12,0.00,4.75,0.2104
1773180059.7842655,h2,3.18,0.00,4.75,0.2104
1773180060.2853134,h2,3.18,0.00,5.42,0.1845
1773180060.7863643,h2,3.12,0.00,4.75,0.2104
1773180061.287362,h2,3.12,0.00,4.75,0.2104
1773180061.7883797,h2,3.12,0.00,4.75,0.2104
1773180062.289407,h2,3.12,0.00,4.75,0.2104
1773180062.79039,h2,3.12,0.00,4.75,0.2104
1773180063.2914453,h2,3.12,0.00,4.75,0.2104
1773180063.7924807,h2,3.12,0.00,4.75,0.2104
1773180064.2935038,h2,3.18,0.00,4.75,0.2104
1773180064.7945282,h2,3.12,0.00,4.75,0.2104
1773180065.2955499,h2,3.12,0.00,4.75,0.2104
1773180065.7965715,h2,3.12,0.00,4.75,0.2104
1773180066.2976096,h2,3.18,0.00,4.75,0.2104
1773180066.7986226,h2,3.12,0.00,4.75,0.2104
1773180067.299662,h2,3.12,0.00,5.42,0.1844
1773180067.8007112,h2,3.18,0.00,5.42,0.1844
1773180068.3017483,h2,3.12,0.00,4.75,0.2104
1773180068.802789,h2,3.18,0.00,4.75,0.2104
1773180069.3038213,h2,3.12,0.00,4.75,0.2104
1773180069.8048458,h2,3.12,0.00,4.75,0.2104
1773180070.3058813,h2,3.18,0.00,4.25,0.2352
1773180070.8069248,h2,3.18,0.00,4.75,0.2104
1773180071.3079772,h2,3.30,0.00,4.75,0.2104
1773180071.809012,h2,3.12,0.00,5.42,0.1844
1773180072.310056,h2,3.18,0.00,4.92,0.2033
1773180072.811097,h2,3.12,0.00,4.75,0.2104
1773180073.312139,h2,3.06,0.00,4.75,0.2104
1773180073.8131962,h2,3.18,0.00,4.75,0.2104
1773180074.3142579,h2,3.18,0.00,4.75,0.2104
1773180074.8152957,h2,3.12,0.00,4.75,0.2104
1773180075.3163357,h2,3.12,0.00,4.75,0.2104
1773180075.817383,h2,3.12,0.00,4.75,0.2104
1773180076.3184173,h2,3.18,0.00,4.75,0.2104
1773180076.8194528,h2,3.12,0.00,4.75,0.2104
1773180077.320504,h2,3.12,0.00,4.75,0.2104
1773180077.821397,h2,3.12,0.00,5.42,0.1845
1773180078.322441,h2,3.18,0.00,5.42,0.1844
1773180078.8234944,h2,3.18,0.00,4.75,0.2104
1773180079.3245327,h2,3.12,0.00,4.75,0.2104
1773180079.8255641,h2,3.18,0.00,4.75,0.2104
1773180080.326587,h2,3.12,0.00,4.75,0.2104
1773180080.8276489,h2,3.12,0.00,4.75,0.2104
1773180081.3286896,h2,3.12,0.00,4.75,0.2104
1773180081.8297172,h2,3.18,0.00,5.42,0.1844
1773180082.3307545,h2,3.12,0.00,4.75,0.2104
1773180082.831791,h2,3.12,0.00,4.75,0.2104
1773180083.332826,h2,3.18,0.00,4.75,0.2104
1773180083.8333824,h2,3.12,0.00,4.75,0.2104
1773180084.3344114,h2,3.12,0.00,4.75,0.2104
1773180084.8354397,h2,3.12,0.00,4.75,0.2104
1773180085.336481,h2,3.12,0.00,4.75,0.2104
1773180085.8375328,h2,3.12,0.00,5.42,0.1845
1773180086.3385727,h2,3.18,0.00,4.75,0.2104
1773180086.8396006,h2,3.12,0.00,4.75,0.2104
1773180087.3406405,h2,3.18,0.00,4.75,0.2104
1773180087.8416789,h2,3.12,0.00,4.75,0.2104
1773180088.3427255,h2,3.12,0.00,4.75,0.2104
1773180088.843761,h2,3.24,0.00,4.75,0.2104
1773180089.3447776,h2,3.18,0.00,4.75,0.2104
